State Name,District Name,Block Name,Centre Name,Address,Centre Type
Telangna,ADILABAD,MANDAMARRI,Mapamarri,,
Telangna,ADILABAD,MANCHERIAL,Mancherial,,
Telangna,ADILABAD,LAXMANCHANDA,Laxmanchanda,,
Telangna,ADILABAD,LOKESWARAM,Lokeswaram,,
Telangna,ADILABAD,LUXETTIPET,vd rangapet,rangapet,Veterinary Dispensary
Telangna,ADILABAD,CHENNUR,Chennur,,
Telangna,ADILABAD,DILAWARPUR,Vd Dilwarpur,dilwarpur,Govt Veterinary Dispensary
Telangna,ADILABAD,DILAWARPUR,Dilawarpur,,
Telangna,ADILABAD,DANDEPALLY,Dapepally,,
Telangna,ADILABAD,DANDEPALLY,DandePally,,
Telangna,ADILABAD,DANDEPALLY,dandepally,,
Telangna,ADILABAD,DAHEGAON,Dahegaon,,
Telangna,ADILABAD,GUDIHATNUR,Gudihathnoor,,
Telangna,ADILABAD,ICHODA,Ichoda,,
Telangna,ADILABAD,NIRMAL,Manjulapur,,
Telangna,ADILABAD,NENNEL,Nennal,,
Telangna,ADILABAD,NERADIGONDA,Neradigonda,,
Telangna,ADILABAD,NARNOOR,Narnoor,,
Telangna,ADILABAD,NARNOOR,rural live stock unit,GADIGUDA,Rural Live Stock Unit
Telangna,ADILABAD,MUDHOLE,V.D BASARA,BASARA,Veterinary Dispensary
Telangna,ADILABAD,MUDHOLE,Mudhole,,
Telangna,ADILABAD,SIRPUR (T),Sirpur (T),,
Telangna,ADILABAD,SIRPUR (T),V.D Sirpur,,
Telangna,ADILABAD,SIRPUR (U),Sirpur,,
Telangna,ADILABAD,TANDUR,vd tandur,,
Telangna,ADILABAD,TANDUR,Tapoor,,
Telangna,ADILABAD,TANUR,Tanoor,,
Telangna,ADILABAD,TANUR,Bhoosi,,Veterinary Dispensary
Telangna,ADILABAD,TALAMADUGU,Talamadugu,,
Telangna,ADILABAD,TALAMADUGU,Talamaugu,,Polyclinic
Telangna,ADILABAD,TAMSI,Tamsi,,Veterinary Dispensary
Telangna,ADILABAD,UTNOOR,Udainaik Tanda,,Veterinary Dispensary
Telangna,ADILABAD,UTNOOR,Utnoor,,Veterinary Hospital
Telangna,ADILABAD,REBBENA,Rebbana,,
Telangna,HYDERABAD,HIMAYATHNAGAR,Himayathnagar,,
Telangna,HYDERABAD,HIMAYATHNAGAR,Seetarambagh,,Polyclinic
Telangna,KARIMNAGAR,HUZURABAD,Singapur,Singapur,Veterinary Dispensary
Telangna,KARIMNAGAR,IBRAHIMPATNAM,"VD,Godhur",,Veterinary Dispensary
Telangna,KARIMNAGAR,HUZURABAD,Huzurabad,,
Telangna,KARIMNAGAR,IBRAHIMPATNAM,VD IBRAHIMPATNAM,,Veterinary Dispensary
Telangna,KARIMNAGAR,JULAPALLI,Julapally,,
Telangna,KARIMNAGAR,JULAPALLI,TELIKUNTA,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,MALHAR RAO,Vd Thadicherla,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,MALLIAL,Mallial,,
Telangna,KARIMNAGAR,MALLIAL,VD Mallial,,Veterinary Dispensary
Telangna,KARIMNAGAR,MALLIAL,VD Ramannapet,,Veterinary Dispensary
Telangna,KARIMNAGAR,METPALLI,vd chowlamaddi,,Veterinary Dispensary
Telangna,KARIMNAGAR,METPALLI,vd atmakur,,Veterinary Dispensary
Telangna,KARIMNAGAR,METPALLI,RLU Vellulla,,Rural Live Stock Unit
Telangna,KARIMNAGAR,METPALLI,Metpally,,
Telangna,KARIMNAGAR,MANTHANI,Manthani,,
Telangna,KARIMNAGAR,MANTHANI,VD PUTTAPAKA,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,MANTHANI,VD GUNJAPADUGU,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,KONARAOPET,Konaraopet,,
Telangna,KARIMNAGAR,KONARAOPET,VD NIZAMABAD,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,MAHADEVPUR,VD KALESWARAM,,Veterinary Dispensary
Telangna,KARIMNAGAR,MAHADEVPUR,VETERINARY DISPENSARY,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,SARANGAPUR,VD SARNAGAPUR,sarangapur,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,ODELA,Odela,,
Telangna,KARIMNAGAR,BHEEMDEVARAPALLI,"VD,Bheemadevarapalli","VD,Bheemadevarapalli",Veterinary Dispensary
Telangna,KARIMNAGAR,YELLAREDDIPET,Yellareddypet,,
Telangna,KARIMNAGAR,YELLAREDDIPET,RLU Bandalingampally,Bandalingampaly,vd
Telangna,KARIMNAGAR,YELLAREDDIPET,VD GOllapally,Gollapally,Veterinary Dispensary
Telangna,KARIMNAGAR,YELLAREDDIPET,RLU Thimmapur,Thimmapur,vd
Telangna,KARIMNAGAR,YELLAREDDIPET,RLU VEERNAPALLY,VEERNAPALLY,vd
Telangna,KARIMNAGAR,YELLAREDDIPET,VD YELLAREDDYPET,Yellareddypet,Veterinary Dispensary
Telangna,KARIMNAGAR,VEMULAWADA,Vemulawada,,
Telangna,KARIMNAGAR,VEMULAWADA,hanmajipet,,Veterinary Dispensary
Telangna,KARIMNAGAR,VEMULAWADA,shatrajpally,,vd
Telangna,KARIMNAGAR,VEMULAWADA,nukalamarry,,vd
Telangna,KARIMNAGAR,VEMULAWADA,rudravaram,,vd
Telangna,KARIMNAGAR,BEJANKI,Bejjanki,,
Telangna,KARIMNAGAR,BEJANKI,VD Vadlur Begumpet,,Veterinary Dispensary
Telangna,KARIMNAGAR,BEJANKI,VD Bejjanki,VD Bejjanki,
Telangna,KARIMNAGAR,BOINPALLI,RLU KOREM,,Rural Live Stock Unit
Telangna,KARIMNAGAR,BOINPALLI,VD VILASAGAR,villasagar,Veterinary Dispensary
Telangna,KARIMNAGAR,BOINPALLI,VD BOINPALLY,Boinpally,Veterinary Dispensary
Telangna,KARIMNAGAR,BOINPALLI,Boinpally,,
Telangna,KARIMNAGAR,BOINPALLI,RLU Kodurupaka,,
Telangna,KARIMNAGAR,BHEEMDEVARAPALLI,VD Bheemadevarapalli,,District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,BHEEMDEVARAPALLI,VD Manikyapur,,Veterinary Dispensary
Telangna,KARIMNAGAR,BHEEMDEVARAPALLI,Bheemadevarapalli,,
Telangna,KARIMNAGAR,ELKATHURTHI,Elkathurthi,,
Telangna,KARIMNAGAR,ELKATHURTHI,elkathurthy,,Veterinary Dispensary
Telangna,KARIMNAGAR,ELLANTHAKUNTA,Ellanthakunta,,
Telangna,KARIMNAGAR,ELLANTHAKUNTA,VD Galipalle,,Veterinary Dispensary
Telangna,KARIMNAGAR,ELIGAID,Eligaid,,
Telangna,KARIMNAGAR,ELIGAID,jgfv,,
Telangna,KARIMNAGAR,SAIDAPOOR,vd vennampally,,Veterinary Dispensary
Telangna,KARIMNAGAR,SAIDAPOOR,Saidapoor,,
Telangna,KARIMNAGAR,RAIKAL,Raikal,,
Telangna,KARIMNAGAR,RAMAGUNDAM,VD THAKKALAPALLY,VD Thakkalapally,Veterinary Dispensary
Telangna,KARIMNAGAR,RAMAGUNDAM,VD Thakkalaplly,VD Thakkalapally,Veterinary Dispensary
Telangna,KARIMNAGAR,RAMAGUNDAM,Ramagundam,,
Telangna,KARIMNAGAR,RAMAGUNDAM,VD RAMAGUNDAM,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,RAMADUGU,Ramadugu,,
Telangna,KARIMNAGAR,RAMADUGU,VD Ramadugu,,Veterinary Dispensary
Telangna,KARIMNAGAR,RAMADUGU,VD Vedira,"Main Road, Vedira, Ramadugu, Karimnagar",Veterinary Dispensary
Telangna,KARIMNAGAR,SARANGAPUR,VD SARANGAPUR,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,SHANKARAPATNAM,Shankarapatnam,,
Telangna,KARIMNAGAR,SHANKARAPATNAM,"VD,Keshavapatnam",keshavapaatnam,Veterinary Dispensary
Telangna,KARIMNAGAR,SHANKARAPATNAM,metpalli,,Key Village Unit
Telangna,KARIMNAGAR,SHANKARAPATNAM,vd molangur,molangur,Veterinary Dispensary
Telangna,KARIMNAGAR,SHANKARAPATNAM,yeradapally,,Key Village Unit
Telangna,KARIMNAGAR,VELGATOOR,VD MAREDUPALLE,,Veterinary Dispensary
Telangna,KARIMNAGAR,VELGATOOR,VD VELGATUR,,Veterinary Dispensary
Telangna,KARIMNAGAR,VEENAVANKA,VD VEENAVANKA,Veenavanka,Veterinary Dispensary
Telangna,KARIMNAGAR,VEENAVANKA,Veenavanka,,
Telangna,KARIMNAGAR,SULTHANABAD,V.D Sulthanabad,V.D.Sultanabad,Veterinary Dispensary
Telangna,KARIMNAGAR,SULTHANABAD,Sulthanabad,,
Telangna,KARIMNAGAR,SULTHANABAD,VD Chinnakalvala,VD-Chinnakalvala,Veterinary Dispensary
Telangna,KARIMNAGAR,SRIRAMPUR,PEDDARATHPALLY,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,SRIRAMPUR,Srirampur,,
Telangna,KARIMNAGAR,THIMMAPUR (L.M.D.),VD THIMMAPUR,Thimmapur,Veterinary Dispensary
Telangna,KARIMNAGAR,THIMMAPUR (L.M.D.),Thimmapur,,
Telangna,KARIMNAGAR,SIRCILLA,Sircilla,,
Telangna,KARIMNAGAR,SIRCILLA,VD Thangalapally,,Veterinary Dispensary
Telangna,KARIMNAGAR,SIRCILLA,VD Cheerlavancha,,Veterinary Dispensary
Telangna,KARIMNAGAR,MEDIPALLI,VD medipalli,,Veterinary Dispensary
Telangna,KARIMNAGAR,MEDIPALLI,"RLU, BEMARAM",,Key Village Unit
Telangna,KARIMNAGAR,MEDIPALLI,"RLU,KATLAKUNTA",,Key Village Unit
Telangna,KARIMNAGAR,MEDIPALLI,"VD,Porumalla",,Veterinary Dispensary
Telangna,KARIMNAGAR,MEDIPALLI,"VD,Mannegudem",mannnegudem,Veterinary Dispensary
Telangna,KARIMNAGAR,MEDIPALLI,Medipally,,
Telangna,KARIMNAGAR,MUSTHABAD,VD musthabad,,
Telangna,KARIMNAGAR,MUTHARAM (MAHADEVPUR),VD MAHAMUTHARAM,,Veterinary Dispensary
Telangna,KARIMNAGAR,MUTHARAM (MAHADEVPUR),hgc,,Veterinary Dispensary
Telangna,KARIMNAGAR,MUTHARAM (MANTHANI),odedu,,Veterinary Dispensary
Telangna,KARIMNAGAR,MUTHARAM (MANTHANI),parupally,,Rural Live Stock Unit
Telangna,KARIMNAGAR,MUTHARAM (MANTHANI),Mutharam (Manthani),,Veterinary Dispensary
Telangna,KARIMNAGAR,PEGADAPALLI,VD PEGADAPALLI,,District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,PEGADAPALLI,Pegadapally,,
Telangna,KARIMNAGAR,PEDDAPALLI,VD Raginedu,VD Raginedu,District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,IBRAHIMPATNAM,RLU Varshakonda,,
Telangna,KARIMNAGAR,HUSNABAD,VD Ramavaram,,Veterinary Dispensary
Telangna,KARIMNAGAR,HUSNABAD,VD Mallampali,,Veterinary Dispensary
Telangna,KARIMNAGAR,HUSNABAD,Husnabad,,
Telangna,KARIMNAGAR,GOLLAPALLI,VD GOLLAPALLI,gollaalli,Veterinary Dispensary
Telangna,KARIMNAGAR,GOLLAPALLI,Gollapally,,
Telangna,KARIMNAGAR,GOLLAPALLI,VD VENUGUMATLA,,Veterinary Dispensary
Telangna,KARIMNAGAR,GANGADHARA,"VD,Gangadhara","Gangadhara ,Karimnagar dist AP",District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,GANGADHARA,Gangadhara,,
Telangna,KARIMNAGAR,GAMBHIRAOPET,Gambhiraopet,,Veterinary Dispensary
Telangna,KARIMNAGAR,DHARMAPURI,VD Rajaram,,
Telangna,KARIMNAGAR,DHARMAPURI,RLU Thimmapur,,
Telangna,KARIMNAGAR,DHARMAPURI,RLU Maddunoor,,
Telangna,KARIMNAGAR,DHARMAPURI,RLU Nerella,,
Telangna,KARIMNAGAR,DHARMAPURI,RLU Velgonda,,
Telangna,KARIMNAGAR,DHARMAPURI,RLU Buggaram,,
Telangna,KARIMNAGAR,DHARMAPURI,VD Dharmapuri,,
Telangna,KARIMNAGAR,DHARMARAM,Dharmaram,,
Telangna,KARIMNAGAR,DHARMARAM,VD Dharmaram,"Dharmaram ,karimnagar dist",District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,CHIGURUMAMIDI,mn,,
Telangna,KARIMNAGAR,CHIGURUMAMIDI,Chigurumamidi,,
Telangna,KARIMNAGAR,CHANDURTHI,Chandurthy,,
Telangna,KARIMNAGAR,CHANDURTHI,VD CHENDURTHY,VD CHENDURTHY,Veterinary Dispensary
Telangna,KARIMNAGAR,CHOPPADANDI,Choppadapi,,
Telangna,KARIMNAGAR,CHOPPADANDI,choppadandi,"near ubi,choppadandi",Veterinary Dispensary
Telangna,KARIMNAGAR,CHOPPADANDI,arnakonda,arnakonda,Veterinary Dispensary
Telangna,KARIMNAGAR,CHOPPADANDI,rural livestock unit,rukmapur,Visiting Centre
Telangna,KARIMNAGAR,CHIGURUMAMIDI,VD Chugurumamidi,,Veterinary Dispensary
Telangna,KARIMNAGAR,CHIGURUMAMIDI,VD chigurumamidi,,
Telangna,KARIMNAGAR,MANAKONDUR,VD Pachchunur,,Veterinary Dispensary
Telangna,KARIMNAGAR,MANAKONDUR,VD manakondur,MANAKONDUR,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,MANAKONDUR,Manakondur,,
Telangna,KARIMNAGAR,MALLAPUR,vd raghavapet,,Veterinary Dispensary
Telangna,KARIMNAGAR,MALLAPUR,vd mutyampet,,Veterinary Dispensary
Telangna,KARIMNAGAR,MALLAPUR,RLU Dharmaram,,Veterinary Dispensary
Telangna,KARIMNAGAR,MALLAPUR,RLU Mogilipet,,Rural Live Stock Unit
Telangna,KARIMNAGAR,MALLAPUR,RLU Sirpur,,Rural Live Stock Unit
Telangna,KARIMNAGAR,MALLAPUR,RLU Gundampally,,Rural Live Stock Unit
Telangna,KARIMNAGAR,MALLAPUR,VD MALLAPUR,,Veterinary Dispensary
Telangna,KARIMNAGAR,KORUTLA,vd madhapur,,Veterinary Dispensary
Telangna,KARIMNAGAR,KORUTLA,"VD,KORUTLA",korutla,Veterinary Dispensary
Telangna,KARIMNAGAR,KORUTLA,RLU AILAPUR,,Veterinary Dispensary
Telangna,KARIMNAGAR,KORUTLA,VD KORUTLA,,
Telangna,KARIMNAGAR,KORUTLA,Korutla,,
Telangna,KARIMNAGAR,KOHEDA,Koheda,,
Telangna,KARIMNAGAR,KOHEDA,VD KOHEDA,VD KOHEDA,
Telangna,KARIMNAGAR,KONARAOPET,VD KONARAOPETA,,Veterinary Dispensary
Telangna,KARIMNAGAR,KODIMIAL,VD KODIMIAL,,Veterinary Dispensary
Telangna,KARIMNAGAR,KODIMIAL,Kodimyal,,
Telangna,KARIMNAGAR,KODIMIAL,RLU Namilikonda,Namilikonda,Rural Live Stock Unit
Telangna,KARIMNAGAR,KODIMIAL,RLU Pudur,,Rural Live Stock Unit
Telangna,KARIMNAGAR,KODIMIAL,RLU Thirmalapur,,Rural Live Stock Unit
Telangna,KARIMNAGAR,KODIMIAL,VD DabbuThimmayapally,,Veterinary Dispensary
Telangna,KARIMNAGAR,JAMMIKUNTA,VD JAMMIKUNTA,,
Telangna,KARIMNAGAR,JAGTIAL,Jagtial,,
Telangna,KARIMNAGAR,JAGTIAL,VD Kalleda,,Veterinary Dispensary
Telangna,KARIMNAGAR,JAGTIAL,V D Morapally,,Veterinary Dispensary
Telangna,KARIMNAGAR,JAMMIKUNTA,RLU TEKURTHI,,
Telangna,KARIMNAGAR,JAMMIKUNTA,"RLU,Bijigirisharif",,
Telangna,KARIMNAGAR,JAMMIKUNTA,RLU.Ellanthakunta,,
Telangna,KARIMNAGAR,JAMMIKUNTA,"RLU,korapally",,
Telangna,KARIMNAGAR,JAMMIKUNTA,"RLU,madipally",,
Telangna,KARIMNAGAR,JAMMIKUNTA,"RLU,mallial",,
Telangna,KARIMNAGAR,JAMMIKUNTA,"RLU,Rachapally",,
Telangna,KARIMNAGAR,JAMMIKUNTA,"vd,vavilala",vavilala,
Telangna,KARIMNAGAR,KAMANPUR,Kamanpur,,
Telangna,KARIMNAGAR,KAMANPUR,VD KAMANPUR,KAMANPUR,District Vererinary Polyclinic Nandurbar
Telangna,KARIMNAGAR,KAMANPUR,vd begumpet,,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,KATARAM,VD DHANWADA,Dhanwada,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,KATARAM,VD KATARAM,KATARAM,Govt Veterinary Dispensary
Telangna,KARIMNAGAR,KATHALAPUR,RLU SIRIKONDA,,Rural Live Stock Unit
Telangna,KARIMNAGAR,KATHALAPUR,VD AMBARIPET,,Veterinary Dispensary
Telangna,KARIMNAGAR,KATHALAPUR,VD KATHALAPUR,,Veterinary Dispensary
Telangna,KARIMNAGAR,KAMALAPUR,Uppal,,Veterinary Dispensary
Telangna,KARIMNAGAR,KAMALAPUR,Kamalapoor,,
Telangna,KARIMNAGAR,KARIMNAGAR,VD Bommakal,,Veterinary Dispensary
Telangna,KARIMNAGAR,KARIMNAGAR,VD Kothapally,,Veterinary Dispensary
Telangna,KHAMMAM,KHAMMAM (URBAN),vd papatapalli,papadapalle,Veterinary Dispensary
Telangna,KHAMMAM,KHAMMAM (URBAN),rlu raghunadhapalem,raghunadhapalem khammam(U),Key Village Unit
Telangna,KHAMMAM,KHAMMAM (URBAN),kothagudem,kothagudem,Key Village Unit
Telangna,KHAMMAM,KHAMMAM (URBAN),vd pakabanda,,Veterinary Dispensary
Telangna,KHAMMAM,KHAMMAM (RURAL),Khammam (Rural),,
Telangna,KHAMMAM,KHAMMAM (RURAL),Thallampadu,,Veterinary Dispensary
Telangna,KHAMMAM,KHAMMAM (RURAL),rlu mangalagud,mangalagudem,Rural Live Stock Unit
Telangna,KHAMMAM,KHAMMAM (RURAL),rlu arempala,arempala,Rural Live Stock Unit
Telangna,KHAMMAM,KHAMMAM (RURAL),VD MVPALEM,VENKATAYAPALEM,Veterinary Dispensary
Telangna,KHAMMAM,KHAMMAM (RURAL),rlu gollapadu,gollapadu,Rural Live Stock Unit
Telangna,KHAMMAM,KHAMMAM (URBAN),v venkatayapalem,,Rural Live Stock Unit
Telangna,KHAMMAM,KHAMMAM (URBAN),Khammam (Urban),,
Telangna,KHAMMAM,KHAMMAM (URBAN),rlu balleapalli,balleapalli khammam (U),Key Village Unit
Telangna,KHAMMAM,KHAMMAM (URBAN),rlu earlapudi,erlapudi,Key Village Unit
Telangna,KHAMMAM,KALLURU,VD Kallur,VD Kallur,Veterinary Dispensary
Telangna,KHAMMAM,KALLURU,Kalluru,,
Telangna,KHAMMAM,KAMEPALLY,Kamepalli,,Veterinary Dispensary
Telangna,KHAMMAM,KAMEPALLY,MUCHERLA,,Veterinary Dispensary
Telangna,KHAMMAM,KAMEPALLY,Patha Lingala,,Rural Live Stock Unit
Telangna,KHAMMAM,KAMEPALLY,Pandithapuram,,Rural Live Stock Unit
Telangna,KHAMMAM,KONIJERLA,gubbagurty,konijerla,Veterinary Dispensary
Telangna,KHAMMAM,KONIJERLA,pedagopathi,konijerla,Rural Live Stock Unit
Telangna,KHAMMAM,KONIJERLA,tanikella,tanikella,Veterinary Dispensary
Telangna,KHAMMAM,KONIJERLA,konijerla,konijerla,Veterinary Dispensary
Telangna,KHAMMAM,KOTHAGUDEM,RLU Hemachandrapuram,,Rural Live Stock Unit
Telangna,KHAMMAM,KOTHAGUDEM,RLU Mylaram,,Rural Live Stock Unit
Telangna,KHAMMAM,KOTHAGUDEM,vd ramavaram,vd ramavaram,Veterinary Dispensary
Telangna,KHAMMAM,KOTHAGUDEM,VD SUJATHNAGAR,VD Sujathnagar,Veterinary Dispensary
Telangna,KHAMMAM,KUKUNOOR,Kukunoor,,
Telangna,KHAMMAM,KUNAVARAM,Kunavaram,,
Telangna,KHAMMAM,KUSUMANCHI,Kusmanchi,,
Telangna,KHAMMAM,KUSUMANCHI,VD KUSUMANCHI,KUSUMANCHI,Veterinary Dispensary
Telangna,KHAMMAM,MADHIRA,RLU Maturipeta,RLU Matoor,vd
Telangna,KHAMMAM,MADHIRA,VD Siripuram,VD Siripuram,Veterinary Dispensary
Telangna,KHAMMAM,MADHIRA,Madhira,,
Telangna,KHAMMAM,CHINTHAKANI,Chinthakani,,
Telangna,KHAMMAM,CHINTHAKANI,VD Chintakani,,Veterinary Dispensary
Telangna,KHAMMAM,CHINTHAKANI,VD Nagulavancha,,Veterinary Dispensary
Telangna,KHAMMAM,CHAPRUGONDA,VD Chandrugonda,,Veterinary Dispensary
Telangna,KHAMMAM,CHAPRUGONDA,VD Yerragunta,,Veterinary Dispensary
Telangna,KHAMMAM,CHAPRUGONDA,RLU Maddukur,,Rural Live Stock Unit
Telangna,KHAMMAM,CHAPRUGONDA,RLU Pokalagudem,,Rural Live Stock Unit
Telangna,KHAMMAM,CHAPRUGONDA,RLU Annapareddypalli,,Rural Live Stock Unit
Telangna,KHAMMAM,CHAPRUGONDA,Chaprugonda,,
Telangna,KHAMMAM,CHERLA,Cherla,,
Telangna,KHAMMAM,CHERLA,satyanarayanapuram,,Veterinary Dispensary
Telangna,KHAMMAM,ENKOOR,RLU B R PURAM,,
Telangna,KHAMMAM,ENKOOR,RLU JANNARAM,,
Telangna,KHAMMAM,ENKOOR,RLU ARIKAYALAPADU,,
Telangna,KHAMMAM,ENKOOR,Enkoor,,
Telangna,KHAMMAM,ENKOOR,vd timmaraopeta,,
Telangna,KHAMMAM,ENKOOR,vd enkoor,Enkoor,District Vererinary Polyclinic Nandurbar
Telangna,KHAMMAM,DAMMAPETA,Dammapeta,,
Telangna,KHAMMAM,DAMMAPETA,Malkaram,Malkaram,Rural Live Stock Unit
Telangna,KHAMMAM,DAMMAPETA,Patwarigudem,patwarigudem,Veterinary Dispensary
Telangna,KHAMMAM,GARLA,VD Garla,Garla,Veterinary Dispensary
Telangna,KHAMMAM,GARLA,vd mulkanoor,Mulkanoor,Veterinary Dispensary
Telangna,KHAMMAM,GARLA,Garla,,
Telangna,KHAMMAM,GUNDALA,Gundala,,
Telangna,KHAMMAM,GUNDALA,VD GUNDALA,,Veterinary Dispensary
Telangna,KHAMMAM,GUNDALA,VD Allapalli,,Veterinary Dispensary
Telangna,KHAMMAM,PENUBALLY,Penuballi,,
Telangna,KHAMMAM,PALWANCHA,VD Yanambilu,,Veterinary Dispensary
Telangna,KHAMMAM,PALWANCHA,RLU Sangam,,Rural Live Stock Unit
Telangna,KHAMMAM,PALWANCHA,RLU Pandurangapuram,,Rural Live Stock Unit
Telangna,KHAMMAM,PALWANCHA,VD NAGARAM,,Veterinary Dispensary
Telangna,KHAMMAM,PINAPAKA,Pinapaka,,
Telangna,KHAMMAM,PINAPAKA,V.D.E.Bayyaram,V.D.E.Bayyaram,Veterinary Dispensary
Telangna,KHAMMAM,PINAPAKA,VD Pinapaka,VD Pinapaka,Veterinary Dispensary
Telangna,KHAMMAM,NELAKONDAPALLY,VD Rajeswarpuram,,Veterinary Dispensary
Telangna,KHAMMAM,MANUGURU,Manuguru,,
Telangna,KHAMMAM,MANUGURU,VD Manuguru,VD Manuguru,Veterinary Dispensary
Telangna,KHAMMAM,MUDIGONDA,Mudigonda,,
Telangna,KHAMMAM,MUDIGONDA,v kishtapuram,vkpuram,Veterinary Dispensary
Telangna,KHAMMAM,MUDIGONDA,mudigonda,,
Telangna,KHAMMAM,MULAKALAPALLY,Mulkalapalli,,
Telangna,KHAMMAM,MULAKALAPALLY,RLU Pusugudem,,
Telangna,KHAMMAM,CHAPRUGONDA,RLU Rajapuram,,Rural Live Stock Unit
Telangna,KHAMMAM,SINGARENI,Singareni,,
Telangna,KHAMMAM,TEKULAPALLY,Tekulapalli,,
Telangna,KHAMMAM,TEKULAPALLY,VD Tekulapally,,Veterinary Dispensary
Telangna,KHAMMAM,TEKULAPALLY,VD Bodu,,Veterinary Dispensary
Telangna,KHAMMAM,TEKULAPALLY,RLU Mutyalampadu,,Rural Live Stock Unit
Telangna,KHAMMAM,TEKULAPALLY,RLU Bommanapalli,,Rural Live Stock Unit
Telangna,KHAMMAM,TEKULAPALLY,RLU Sampathnagar,,Rural Live Stock Unit
Telangna,KHAMMAM,VARARAMACHANDRAPURAM,VRPuram,,
Telangna,KHAMMAM,VELAIRPAD,Velairapadu,,
Telangna,KHAMMAM,THALLADA,VD Tallada,VD Tallada,Veterinary Dispensary
Telangna,KHAMMAM,SATHUPALLY,VD KAKARLAPALLE,VD Kakarlapalle,Veterinary Dispensary
Telangna,KHAMMAM,DUMMUGUDEM,Dummugudem,,Veterinary Dispensary
Telangna,KHAMMAM,CHINTOOR,Chinthoor,,
Telangna,KHAMMAM,ASWAPURAM,VD Aswapuram,VD Aswapuram,Veterinary Dispensary
Telangna,KHAMMAM,ASWAPURAM,Aswapuram,,
Telangna,KHAMMAM,ASWARAOPETA,Aswaraopeta,,Veterinary Hospital
Telangna,KHAMMAM,ASWARAOPETA,Narayanapuram,,Govt Veterinary Dispensary
Telangna,KHAMMAM,ASWARAOPETA,Sunnambatti,,Rural Live Stock Unit
Telangna,KHAMMAM,ASWARAOPETA,Naramvarigudem,,Rural Live Stock Unit
Telangna,KHAMMAM,ASWARAOPETA,Atchuthapuram,,Rural Live Stock Unit
Telangna,KHAMMAM,ASWARAOPETA,Gummadavalli,,Rural Live Stock Unit
Telangna,KHAMMAM,ASWARAOPETA,VD Vinayakapuram,VD Vinayakapuram,Govt Veterinary Dispensary
Telangna,KHAMMAM,BONAKAL,Bonakal,,
Telangna,KHAMMAM,BONAKAL,VD BONAKAL,bonakal,Veterinary Dispensary
Telangna,KHAMMAM,BURGAMPAHAD,Burgampadu,,
Telangna,KHAMMAM,BURGAMPAHAD,VH Burgampadu,,Veterinary Dispensary
Telangna,KHAMMAM,BURGAMPAHAD,VD Sarapaka,,Veterinary Dispensary
Telangna,KHAMMAM,BURGAMPAHAD,VD Morampallibanjara,,Veterinary Dispensary
Telangna,KHAMMAM,BAYYARAM,VD Gandhampalle,,Veterinary Dispensary
Telangna,KHAMMAM,BAYYARAM,VD G Bayyaram,,Veterinary Dispensary
Telangna,KHAMMAM,BHADRACHALAM,Gowridevipeta,,Veterinary Dispensary
Telangna,KHAMMAM,BHADRACHALAM,Nellipaka,,Veterinary Dispensary
Telangna,KHAMMAM,BHADRACHALAM,Bhadrachalam,,
Telangna,KHAMMAM,VEMSOOR,Vemsoor,,
Telangna,KHAMMAM,VEMSOOR,VD Vemsoor,,Veterinary Dispensary
Telangna,KHAMMAM,VEMSOOR,V Venkatapuram,,Govt Veterinary Dispensary
Telangna,KHAMMAM,VEMSOOR,RLU ADSARLAPADU,RLU ADSARLAPADU,Animal Development Aid Centre
Telangna,KHAMMAM,VEMSOOR,RLU MARALAPADU,RLU Maralapadu,
Telangna,KHAMMAM,VEMSOOR,RLU DUDDIPUDI,DUDDIPUDI,
Telangna,KHAMMAM,VEMSOOR,RLU KOTHURU,KOTHURU,
Telangna,KHAMMAM,VEMSOOR,RLU K G MALLELA,K G MALLELA,
Telangna,KHAMMAM,VEMSOOR,VD KANDUKUR,VD KANDUKUR,Veterinary Dispensary
Telangna,KHAMMAM,VEMSOOR,RLU KUNCHAPARTHI,RLU Kunchaparthi,
Telangna,KHAMMAM,VEMSOOR,RLU CHOWDARAM,RLU Chowdaram,
Telangna,KHAMMAM,WAZEEDU,Wazeedu,,
Telangna,KHAMMAM,YELLANDU,VD CHALLASAMUDRAM,,Veterinary Dispensary
